Unique Lake,sampledate,Chla (µg/L),TP (µg/L),TN (µg/L)
CHNL132,2012-06-15,15.0,45.0,700.0
CHNL132,2012-07-15,10.0,37.0,450.0
CHNL132,2012-08-15,19.0,36.0,490.0
CHNL132,2012-09-15,25.0,42.0,710.0
CHNL132,2012-10-15,18.0,45.0,680.0
CHNL132,2012-11-15,14.0,39.0,500.0
CHNL132,2012-12-15,10.0,42.0,840.0
CHNL132,2013-01-15,24.0,47.0,810.0
CHNL132,2013-02-15,8.0,39.0,540.0
CHNL132,2013-03-15,10.0,39.0,540.0
CHNL132,2013-04-15,15.0,30.0,500.0
CHNL132,2013-05-15,9.0,34.0,570.0
CHNL132,2013-06-15,6.0,26.0,1210.0
CHNL132,2013-07-15,10.0,30.0,440.0
CHNL132,2013-08-15,28.0,42.0,960.0
CHNL132,2013-09-15,36.0,28.0,820.0
CHNL132,2013-10-15,14.0,39.0,970.0
CHNL132,2013-11-15,12.0,28.0,660.0
CHNL132,2013-12-15,10.0,34.0,670.0
CHNL132,2014-01-15,15.0,41.0,810.0
CHNL132,2014-02-15,19.0,36.0,500.0
CHNL132,2014-03-15,10.0,36.0,980.0
CHNL132,2014-04-15,17.0,38.0,680.0
CHNL132,2014-05-15,9.0,36.0,500.0
CHNL132,2014-06-15,6.0,32.0,520.0
CHNL132,2014-07-15,11.0,30.0,500.0
CHNL132,2014-08-15,10.0,32.0,450.0
CHNL132,2014-09-15,12.0,30.0,440.0
CHNL132,2014-10-15,16.0,34.0,580.0
CHNL132,2014-11-15,12.0,41.0,990.0
CHNL132,2014-12-15,9.0,47.0,960.0
CHNL132,2015-01-15,20.0,33.0,880.0
CHNL132,2015-02-15,9.0,28.0,1100.0
CHNL132,2015-03-15,10.0,31.0,720.0
CHNL132,2015-04-15,6.0,28.0,630.0
CHNL132,2015-05-15,6.0,32.0,700.0
CHNL132,2015-06-15,8.0,31.0,490.0
CHNL132,2015-07-15,6.0,35.0,700.0
CHNL132,2015-08-15,3.0,39.0,630.0
CHNL132,2015-09-15,6.0,29.0,940.0
CHNL132,2015-10-15,3.0,29.0,580.0
CHNL132,2015-11-15,1.0,39.0,860.0
CHNL132,2015-12-15,10.0,30.0,1070.0
CHNL132,2016-01-15,9.0,34.0,810.0
CHNL132,2016-02-15,5.0,19.0,810.0
CHNL132,2016-03-15,7.0,39.0,890.0
CHNL132,2016-04-15,4.0,36.0,650.0
CHNL132,2016-05-15,12.0,33.0,880.0
CHNL132,2016-06-15,7.0,30.0,700.0
CHNL132,2016-07-15,5.0,28.0,610.0
CHNL132,2016-08-15,4.0,33.0,540.0
CHNL132,2016-09-15,8.0,36.0,840.0
CHNL132,2016-10-15,7.0,31.0,590.0
CHNL132,2016-11-15,13.0,28.0,690.0
CHNL132,2016-12-15,7.0,35.0,530.0
CHNL132,2017-01-15,6.0,35.0,950.0
CHNL132,2017-02-15,9.0,22.0,790.0
CHNL132,2017-03-15,4.0,37.0,680.0
CHNL132,2017-04-15,7.0,21.0,1210.0
CHNL132,2017-05-15,6.0,41.0,970.0
CHNL132,2017-06-15,3.0,27.0,780.0
CHNL132,2017-07-15,5.0,36.0,730.0
CHNL132,2017-08-15,14.0,28.0,740.0
CHNL132,2017-09-15,21.0,28.0,950.0
CHNL132,2017-10-15,24.5,35.0,885.0
CHNL132,2017-11-15,14.5,20.0,660.0
CHNL132,2017-12-15,16.0,40.0,965.0
CHNL132,2018-01-15,10.5,25.0,950.0
CHNL132,2018-02-15,12.5,7.5,955.0
CHNL132,2018-03-15,22.0,20.0,960.0
CHNL132,2018-04-15,19.0,30.0,970.0
CHNL132,2018-05-15,12.0,20.0,600.0
CHNL132,2018-06-15,12.0,20.0,500.0
CHNL132,2018-07-15,14.0,10.0,620.0
CHNL132,2018-08-15,15.0,20.0,600.0
CHNL132,2018-09-15,18.0,20.0,610.0
CHNL132,2018-10-15,6.0,20.0,630.0
CHNL132,2018-11-15,26.0,20.0,770.0
CHNL132,2018-12-15,12.0,40.0,660.0
CHNL132,2019-01-15,13.0,20.0,840.0
CHNL132,2019-02-15,23.0,20.0,780.0
CHNL132,2019-03-15,19.5,30.0,970.0
CHNL132,2019-04-15,20.0,5.0,780.0
CHNL132,2019-05-15,9.0,5.0,560.0
CHNL132,2019-06-15,7.0,10.0,570.0
CHNL132,2019-07-15,12.0,20.0,540.0
CHNL132,2019-08-15,14.0,30.0,820.0
CHNL132,2019-09-15,10.0,20.0,600.0
CHNL132,2019-10-15,1.0,20.0,600.0
CHNL132,2019-11-15,19.0,10.0,660.0
CHNL132,2019-12-15,6.0,20.0,760.0
CHNL132,2020-01-15,10.0,25.0,700.0
CHNL132,2020-02-15,3.0,20.0,650.0
CHNL132,2020-03-15,4.0,30.0,680.0
CHNL132,2020-04-15,10.0,20.0,740.0
CHNL132,2020-05-15,10.0,30.0,680.0
CHNL132,2020-06-15,5.0,20.0,520.0
CHNL132,2020-07-15,13.0,22.0,270.0
CHNL132,2020-08-15,14.0,22.0,280.0
CHNL132,2020-09-15,14.0,24.0,480.0
CHNL132,2020-10-15,17.0,26.0,460.0
CHNL132,2020-11-15,15.0,26.0,520.0
CHNL132,2020-12-15,16.0,29.0,640.0
CHNL132,2021-01-15,12.0,27.0,660.0
CHNL132,2021-02-15,14.0,27.0,610.0
CHNL132,2021-03-15,11.0,25.0,610.0
CHNL132,2021-04-15,11.0,26.0,510.0
CHNL132,2021-05-15,10.0,23.0,360.0
CHNL132,2021-06-15,8.0,20.0,310.0
CHNL132,2021-07-15,8.0,24.0,420.0
CHNL132,2021-08-15,4.0,24.0,500.0
CHNL132,2021-09-15,16.0,26.0,450.0
CHNL132,2021-10-15,14.0,26.0,430.0
CHNL132,2021-11-15,10.0,26.0,450.0
CHNL132,2021-12-15,15.0,29.0,500.0
CHNL132,2022-01-15,10.0,27.0,540.0
CHNL132,2022-04-15,14.0,28.0,440.0
CHNL132,2022-07-15,6.0,25.0,440.0
CHNL132,2022-10-15,12.0,25.0,400.0
CHNL133,2016-01-15,9.5,44.0,550.0
CHNL133,2016-02-15,20.0,55.0,2510.0
CHNL133,2016-03-15,40.0,30.0,2680.0
CHNL133,2016-04-15,40.0,61.0,2760.0
CHNL133,2016-05-15,42.5,59.0,2720.0
CHNL133,2016-06-15,56.0,51.0,3060.0
CHNL133,2016-07-15,54.800000000000004,49.0,2850.0
CHNL133,2016-08-15,50.2,51.0,2800.0
CHNL133,2016-09-15,52.6,50.0,3200.0
CHNL133,2016-10-15,59.1,23.0,2680.0
CHNL133,2016-11-15,69.1,50.0,2590.0
CHNL133,2016-12-15,54.800000000000004,56.0,2510.0
CHNL133,2017-01-15,45.199999999999996,53.0,2380.0
CHNL133,2017-02-15,43.0,58.0,2180.0
CHNL133,2017-03-15,30.700000000000003,48.0,2320.0
CHNL133,2017-04-15,40.0,40.0,2060.0
CHNL133,2017-05-15,57.0,50.0,2280.0
CHNL133,2017-06-15,50.2,40.0,2220.0
CHNL133,2017-07-15,63.0,50.0,2470.0
CHNL133,2017-08-15,46.0,70.0,2370.0
CHNL133,2017-09-15,80.0,60.0,2270.0
CHNL133,2017-10-15,108.0,50.0,2400.0
CHNL133,2017-11-15,83.0,60.0,2720.0
CHNL133,2017-12-15,65.0,50.0,2480.0
CHNL133,2018-01-15,55.0,300.0,2160.0
CHNL133,2018-02-15,45.0,40.0,1990.0
CHNL133,2018-03-15,61.0,40.0,1880.0
CHNL133,2018-04-15,56.0,,2040.0
CHNL133,2018-05-15,5.0,60.0,2020.0
CHNL133,2018-06-15,34.0,40.0,2110.0
CHNL133,2018-07-15,93.0,40.0,2510.0
CHNL133,2018-08-15,92.0,50.0,2350.0
CHNL133,2018-09-15,50.0,50.0,2240.0
CHNL133,2018-10-15,98.0,50.0,2290.0
CHNL133,2018-11-15,80.0,40.0,2029.9999999999998
CHNL133,2018-12-15,49.0,40.0,1510.0
CHNL133,2019-01-15,29.0,80.0,1290.0
CHNL133,2019-02-15,48.0,30.0,1380.0
CHNL133,2019-03-15,39.0,60.0,1390.0
CHNL133,2019-04-15,51.0,30.0,1400.0
CHNL133,2019-05-15,66.0,50.0,1820.0
CHNL133,2019-06-15,53.0,40.0,1840.0
CHNL133,2019-07-15,104.0,40.0,2090.0
CHNL133,2019-08-15,103.0,50.0,2360.0
CHNL133,2019-09-15,77.0,50.0,2860.0
CHNL133,2019-10-15,49.0,30.0,1720.0
CHNL133,2019-11-15,28.0,90.0,1270.0
CHNL133,2019-12-15,55.0,30.0,1670.0
CHNL133,2020-01-15,40.0,30.0,1500.0
CHNL133,2020-02-15,60.0,60.0,2050.0
CHNL133,2020-03-15,50.0,40.0,1220.0
CHNL133,2020-04-15,50.0,40.0,1250.0
CHNL133,2020-05-15,40.0,40.0,1480.0
CHNL133,2020-06-15,19.0,30.0,800.0
CHNL133,2020-07-15,88.0,66.0,3180.0
CHNL133,2020-08-15,28.0,30.0,1560.0
CHNL133,2020-09-15,87.0,30.0,2640.0
CHNL133,2020-10-15,179.0,60.0,1480.0
CHNL133,2020-11-15,85.0,61.0,2920.0
CHNL133,2020-12-15,50.0,70.0,2120.0
CHNL133,2021-01-15,55.0,58.0,2510.0
CHNL133,2021-02-15,54.0,52.0,2500.0
CHNL133,2021-03-15,80.0,60.0,2050.0
CHNL133,2021-04-15,68.0,60.0,2040.0
CHNL133,2021-05-15,153.0,69.0,2110.0
CHNL133,2021-06-15,104.0,77.0,1900.0
CHNL133,2021-07-15,107.0,76.0,2070.0
CHNL133,2021-08-15,173.0,70.0,1900.0
CHNL133,2021-09-15,160.0,65.0,2050.0
CHNL133,2021-10-15,171.0,64.0,1880.0
CHNL133,2021-11-15,168.0,69.0,1730.0
CHNL133,2021-12-15,68.0,66.0,1730.0
CHNL133,2022-01-15,109.0,63.0,1940.0
CHNL133,2022-02-15,92.0,55.0,1980.0
CHNL133,2022-03-15,67.0,56.0,1880.0
CHNL133,2022-04-15,82.0,52.0,1880.0
CHNL133,2022-05-15,75.0,56.0,1780.0
CHNL133,2022-06-15,99.0,53.0,1690.0
CHNL133,2022-07-15,73.0,57.0,1770.0
CHNL133,2022-08-15,115.0,51.0,1560.0
CHNL133,2022-09-15,72.0,49.0,1360.0
CHNL133,2022-10-15,81.0,51.0,1260.0
CHNL133,2022-11-15,93.0,48.0,1190.0
CHNL133,2022-12-15,63.0,50.0,1030.0
CHNL134,2017-01-15,7.6,20.0,1400.0
CHNL134,2017-02-15,6.2,20.0,1340.0
CHNL134,2017-03-15,7.9,20.0,1280.0
CHNL134,2017-04-15,6.8,20.0,1240.0
CHNL134,2017-05-15,8.9,20.0,1370.0
CHNL134,2017-06-15,8.6,,1390.0
CHNL134,2017-07-15,9.4,20.0,1130.0
CHNL134,2017-08-15,8.7,20.0,1110.0
CHNL134,2017-09-15,9.299999999999999,20.0,1250.0
CHNL134,2017-10-15,1.0,165.0,870.0
CHNL134,2017-11-15,30.0,20.0,1210.0
CHNL134,2017-12-15,6.0,30.0,1490.0
CHNL134,2018-01-15,6.0,20.0,1440.0
CHNL134,2018-02-15,4.0,30.0,1550.0
CHNL134,2018-03-15,15.0,20.0,1370.0
CHNL134,2018-04-15,2.0,20.0,1120.0
CHNL134,2018-05-15,7.0,20.0,1070.0
CHNL134,2018-06-15,6.0,20.0,1490.0
CHNL134,2018-07-15,14.0,20.0,1530.0
CHNL134,2018-08-15,10.0,20.0,870.0
CHNL134,2018-09-15,8.0,10.0,1050.0
CHNL134,2018-10-15,11.0,20.0,1060.0
CHNL134,2018-11-15,4.0,20.0,1150.0
CHNL134,2018-12-15,1.0,20.0,1260.0
CHNL134,2019-01-15,1.0,20.0,1320.0
CHNL134,2019-02-15,3.0,20.0,1220.0
CHNL134,2019-03-15,11.0,20.0,1220.0
CHNL134,2019-04-15,14.0,20.0,1300.0
CHNL134,2019-05-15,15.0,20.0,1270.0
CHNL134,2019-06-15,15.0,20.0,1060.0
CHNL134,2019-07-15,14.0,20.0,1080.0
CHNL134,2019-08-15,23.0,20.0,670.0
CHNL134,2019-09-15,21.0,40.0,1210.0
CHNL134,2019-10-15,4.0,20.0,1170.0
CHNL134,2019-11-15,4.0,20.0,1340.0
CHNL134,2019-12-15,3.0,20.0,1260.0
CHNL134,2020-01-15,3.0,31.0,1480.0
CHNL134,2020-02-15,3.0,25.0,1420.0
CHNL134,2020-03-15,20.0,20.0,1170.0
CHNL134,2020-04-15,2.0,9.0,1270.0
CHNL134,2020-05-15,10.0,20.0,1700.0
CHNL134,2020-06-15,6.0,17.0,1020.0
CHNL134,2020-07-15,7.0,27.0,1150.0
CHNL134,2020-08-15,27.5,33.0,1370.0
CHNL134,2020-09-15,24.5,24.0,850.0
CHNL134,2020-10-15,2.0,20.0,1250.0
CHNL134,2020-11-15,10.0,21.0,1340.0
CHNL134,2020-12-15,1.0,27.0,1420.0
CHNL134,2021-01-15,1.0,29.0,1440.0
CHNL134,2021-02-15,8.0,17.0,1330.0
CHNL134,2021-03-15,4.0,9.0,1270.0
CHNL134,2021-04-15,1.0,9.0,1390.0
CHNL134,2021-05-15,3.0,35.0,1430.0
CHNL134,2021-06-15,10.0,19.0,1120.0
CHNL134,2021-07-15,18.0,40.0,1040.0
CHNL134,2021-08-15,25.0,44.0,1600.0
CHNL134,2021-09-15,8.0,64.0,2290.0
CHNL134,2021-10-15,1.0,70.0,2350.0
CHNL134,2021-11-15,12.0,36.0,1780.0
CHNL134,2021-12-15,12.0,27.0,1540.0
CHNL134,2022-01-15,8.0,25.0,1530.0
CHNL134,2022-04-15,8.0,13.0,1520.0
CHNL134,2022-07-15,6.0,21.0,1000.0
CHNL134,2022-10-15,14.0,36.0,1400.0
CHNL135,2016-04-15,13.0,86.0,920.0
CHNL135,2016-05-15,2.5799999999999996,43.0,1970.0
CHNL135,2016-06-15,24.5,18.0,640.0
CHNL135,2016-07-15,49.2,180.0,990.0
CHNL135,2016-08-15,61.199999999999996,190.0,560.0
CHNL135,2016-09-15,47.0,110.0,950.0
CHNL135,2016-10-15,6.67,90.0,2090.0
CHNL135,2016-11-15,14.200000000000001,50.0,1970.0
CHNL135,2016-12-15,2.5799999999999996,40.0,1260.0
CHNL135,2017-04-15,3.5300000000000002,40.0,950.0
CHNL135,2017-05-15,1.75,40.0,570.0
CHNL135,2017-06-15,7.1000000000000005,30.0,500.0
CHNL135,2017-07-15,11.0,40.0,780.0
CHNL135,2017-08-15,21.0,40.0,1090.0
CHNL135,2017-09-15,15.0,20.0,1860.0
CHNL135,2017-10-15,31.0,60.0,4240.0
CHNL135,2017-11-15,10.0,10.0,1610.0
CHNL135,2017-12-15,2.0,160.0,1590.0
CHNL135,2018-01-15,7.0,30.0,1640.0
CHNL135,2018-03-15,5.0,10.0,2230.0
CHNL135,2018-04-15,4.0,30.0,3100.0
CHNL135,2018-05-15,3.0,20.0,3220.0
CHNL135,2018-06-15,15.0,50.0,4000.0
CHNL135,2018-07-15,100.0,120.0,980.0
CHNL135,2018-08-15,37.0,40.0,3080.0
CHNL135,2018-09-15,44.0,40.0,3550.0
CHNL135,2018-10-15,45.0,40.0,2820.0
CHNL135,2018-11-15,27.0,30.0,2240.0
CHNL135,2018-12-15,5.0,30.0,2950.0
CHNL135,2019-03-15,8.0,20.0,6130.0
CHNL135,2019-04-15,3.0,20.0,2820.0
CHNL135,2019-05-15,70.0,20.0,3220.0
CHNL135,2019-06-15,19.0,40.0,2760.0
CHNL135,2019-07-15,85.0,100.0,1540.0
CHNL135,2019-08-15,80.0,100.0,760.0
CHNL135,2019-09-15,58.0,,1250.0
CHNL135,2019-10-15,37.0,60.0,2150.0
CHNL135,2019-11-15,33.0,50.0,1570.0
CHNL135,2019-12-15,10.0,20.0,1090.0
CHNL135,2020-02-15,10.0,30.0,2990.0
CHNL135,2020-03-15,10.0,30.0,2990.0
CHNL135,2020-04-15,10.0,20.0,2330.0
CHNL135,2020-05-15,10.0,50.0,3400.0
CHNL135,2020-06-15,14.0,30.0,1710.0
CHNL135,2020-07-15,1.0,47.0,880.0
CHNL135,2020-08-15,51.0,46.0,1020.0
CHNL135,2020-09-15,21.0,55.0,1010.0
CHNL135,2020-10-15,43.0,54.0,1070.0
CHNL135,2020-11-15,6.0,41.0,1380.0
CHNL135,2021-03-15,7.0,15.0,1340.0
CHNL135,2021-04-15,6.0,18.0,1170.0
CHNL135,2021-05-15,9.0,25.0,970.0
CHNL135,2021-06-15,19.0,41.0,1200.0
CHNL135,2021-07-15,28.0,37.0,1060.0
CHNL135,2021-08-15,38.0,34.0,2900.0
CHNL135,2021-09-15,28.0,37.0,3900.0
CHNL135,2021-10-15,10.0,35.0,4000.0
CHNL135,2021-11-15,10.0,23.0,4010.0
CHNL135,2022-04-15,2.0,12.0,4310.0
CHNL135,2022-05-15,4.0,12.0,4070.0000000000005
CHNL135,2022-06-15,24.0,29.0,3110.0
CHNL135,2022-07-15,19.0,32.0,1990.0
CHNL135,2022-08-15,25.0,30.0,1430.0
CHNL135,2022-09-15,54.0,47.0,1500.0
CHNL135,2022-10-15,14.0,39.0,2460.0
CHNL136,2016-01-15,6.4270000000000005,46.667,1170.0
CHNL136,2016-02-15,5.22,60.0,1240.0
CHNL136,2016-03-15,6.023,56.667,1280.0
CHNL136,2016-04-15,5.8100000000000005,56.667,1330.0
CHNL136,2016-05-15,6.713,76.333,1360.0
CHNL136,2016-06-15,20.52,106.667,1830.0
CHNL136,2016-07-15,19.917,80.0,990.0
CHNL136,2016-08-15,16.352999999999998,83.333,1010.0
CHNL136,2016-09-15,10.7,70.0,1100.0
CHNL136,2016-10-15,5.027,83.333,1210.0
CHNL136,2016-11-15,5.203,66.667,1530.0
CHNL136,2016-12-15,3.9029999999999996,73.333,1870.0
CHNL136,2017-01-15,3.877,80.0,1970.0
CHNL136,2017-02-15,3.7230000000000003,80.0,3050.0
CHNL136,2017-03-15,8.26,86.66699999999999,2760.0
CHNL136,2017-04-15,13.867,126.667,4410.0
CHNL136,2017-05-15,12.467,116.667,3450.0
CHNL136,2017-06-15,17.5,66.667,2960.0
CHNL136,2017-07-15,24.667,56.667,970.0
CHNL136,2017-08-15,33.333,60.0,980.0
CHNL136,2017-09-15,16.667,63.333,900.0
CHNL136,2017-10-15,3.0,73.33000000000001,546.67
CHNL136,2017-11-15,2.67,80.0,870.0
CHNL136,2017-12-15,1.6700000000000002,56.67,2856.6699999999996
CHNL136,2018-01-15,1.0,86.67,1450.0
CHNL136,2018-02-15,2.67,126.67,2480.0
CHNL136,2018-03-15,4.0,100.0,1790.0
CHNL136,2018-04-15,22.0,80.0,1900.0
CHNL136,2018-05-15,18.0,30.0,2330.0
CHNL136,2018-06-15,35.0,60.0,2470.0
CHNL136,2018-07-15,36.0,20.0,1920.0
CHNL136,2018-08-15,39.0,5.0,790.0
CHNL136,2018-09-15,23.0,10.0,520.0
CHNL136,2018-10-15,3.0,70.0,1490.0
CHNL136,2018-11-15,3.0,80.0,1990.0
CHNL136,2018-12-15,1.0,110.0,2000.0
CHNL136,2019-01-15,1.0,70.0,1480.0
CHNL136,2019-02-15,9.667,76.667,920.0
CHNL136,2019-03-15,41.766999999999996,83.333,1250.0
CHNL136,2019-04-15,26.333,66.667,980.0
CHNL136,2019-05-15,51.666999999999994,43.333000000000006,1400.0
CHNL136,2019-06-15,33.667,66.667,2150.0
CHNL136,2019-07-15,9.667,50.0,1920.0
CHNL136,2019-08-15,28.0,56.667,960.0
CHNL136,2019-09-15,16.667,56.667,940.0
CHNL136,2019-10-15,7.333,38.333,1320.0
CHNL136,2019-11-15,3.6670000000000003,46.667,1810.0
CHNL136,2019-12-15,2.5,86.66699999999999,1720.0
CHNL136,2020-01-15,1.0,113.0,1660.0
CHNL136,2020-02-15,1.0,105.0,1570.0
CHNL136,2020-03-15,30.0,117.0,1840.0
CHNL136,2020-04-15,8.0,50.0,1230.0
CHNL136,2020-05-15,30.0,30.0,910.0
CHNL136,2020-06-15,31.0,29.0,750.0
CHNL136,2020-08-15,32.0,27.0,890.0
CHNL136,2020-09-15,1.0,24.0,880.0
CHNL136,2020-10-15,3.0,29.0,1340.0
CHNL136,2020-11-15,1.0,23.0,1540.0
CHNL136,2020-12-15,1.0,28.0,1790.0
CHNL136,2021-01-15,1.0,41.0,1350.0
CHNL136,2021-02-15,2.0,51.0,1560.0
CHNL136,2021-03-15,18.0,41.0,860.0
CHNL136,2021-04-15,8.0,26.0,810.0
CHNL136,2021-05-15,21.0,28.0,1380.0
CHNL136,2021-06-15,23.0,22.0,1090.0
CHNL136,2021-07-15,40.0,21.0,1330.0
CHNL136,2021-08-15,35.0,17.0,1300.0
CHNL136,2021-09-15,25.0,32.0,1150.0
CHNL136,2021-10-15,3.0,38.0,1220.0
CHNL136,2021-11-15,1.0,67.0,1490.0
CHNL136,2021-12-15,1.0,87.0,1650.0
CHNL136,2022-01-15,1.0,85.0,1730.0
CHNL136,2022-03-15,4.0,30.0,840.0
CHNL136,2022-04-15,1.0,28.0,1080.0
CHNL136,2022-05-15,43.0,36.0,1720.0
CHNL136,2022-06-15,33.0,31.0,1260.0
CHNL136,2022-07-15,15.0,23.0,720.0
CHNL136,2022-08-15,17.0,20.0,500.0
CHNL136,2022-09-15,33.0,19.0,540.0
CHNL136,2022-10-15,6.0,23.0,880.0
CHNL136,2022-11-15,2.0,28.0,890.0
CHNL136,2022-12-15,4.0,49.0,1130.0
CHNL137,2016-05-15,1.2,25.0,2540.0
CHNL137,2016-06-15,1.0,19.0,1490.0
CHNL137,2016-07-15,2.3,20.0,438.0
CHNL137,2016-08-15,2.3,39.0,950.0
CHNL137,2016-09-15,2.3,14.0,790.0
CHNL137,2016-10-15,1.8,33.0,5840.0
CHNL137,2016-11-15,1.6,14.0,4960.0
CHNL137,2016-12-15,1.5,11.0,4640.0
CHNL137,2017-01-15,1.5,25.0,4250.0
CHNL137,2017-02-15,1.2,,4360.0
CHNL137,2017-03-15,2.1,,4660.0
CHNL137,2017-04-15,1.3,,4480.0
CHNL137,2017-05-15,1.4,,4460.0
CHNL137,2017-06-15,8.3,,3420.0
CHNL137,2017-07-15,8.0,,2840.0
CHNL137,2017-08-15,14.0,20.0,4420.0
CHNL137,2017-09-15,11.0,30.0,6130.0
CHNL137,2017-11-15,15.0,20.0,4313.33
CHNL137,2017-12-15,24.330000000000002,5.0,6516.67
CHNL137,2018-01-15,8.67,5.0,4831.67
CHNL137,2018-02-15,4.0,12.5,5610.0
CHNL137,2018-03-15,6.0,20.0,5280.0
CHNL137,2018-04-15,5.0,5.0,4720.0
CHNL137,2018-05-15,7.0,10.0,4250.0
CHNL137,2018-06-15,7.0,5.0,3490.0
CHNL137,2018-07-15,23.0,10.0,2550.0
CHNL137,2018-08-15,24.0,10.0,2360.0
CHNL137,2018-09-15,31.0,30.0,4810.0
CHNL137,2018-10-15,29.0,10.0,5400.0
CHNL137,2018-11-15,27.0,10.0,5050.0
CHNL137,2018-12-15,4.0,20.0,4160.0
CHNL137,2019-01-15,4.0,10.0,3560.0
CHNL137,2019-02-15,14.0,20.0,4130.0
CHNL137,2019-03-15,6.0,10.0,2980.0
CHNL137,2019-04-15,7.0,40.0,3910.0
CHNL137,2019-05-15,14.0,75.0,3000.0
CHNL137,2019-06-15,17.0,115.0,1930.0
CHNL137,2019-07-15,15.0,40.0,840.0
CHNL137,2019-08-15,14.0,40.0,680.0
CHNL137,2019-09-15,15.0,30.0,7180.0
CHNL137,2019-10-15,11.0,30.0,7940.0
CHNL137,2019-11-15,10.0,40.0,7140.0
CHNL137,2019-12-15,5.0,30.0,6900.0
CHNL137,2020-01-15,5.0,22.0,5290.0
CHNL137,2020-02-15,5.0,13.0,5240.0
CHNL137,2020-03-15,3.0,5.0,5050.0
CHNL137,2020-04-15,8.0,18.0,4900.0
CHNL137,2020-05-15,4.0,40.0,4350.0
CHNL137,2020-06-15,9.0,15.0,3620.0
CHNL137,2020-07-15,13.0,18.0,2390.0
CHNL137,2020-08-15,7.0,42.0,4610.0
CHNL137,2020-09-15,4.0,40.0,7010.0
CHNL137,2020-10-15,2.0,31.0,6470.0
CHNL137,2020-11-15,5.0,29.0,6190.0
CHNL137,2020-12-15,2.0,25.0,6550.0
CHNL137,2021-01-15,1.0,21.0,6820.0
CHNL137,2021-02-15,3.0,18.0,6920.0
CHNL137,2021-03-15,2.0,14.0,6840.0
CHNL137,2021-04-15,2.0,11.0,6980.0
CHNL137,2021-05-15,2.0,8.0,7130.0
CHNL137,2021-06-15,1.0,12.0,6180.0
CHNL137,2021-07-15,5.0,17.0,5460.0
CHNL137,2021-08-15,16.0,19.0,5600.0
CHNL137,2021-09-15,4.0,24.0,7200.0
CHNL137,2021-10-15,13.0,29.0,7740.0
CHNL137,2021-11-15,6.0,24.0,7960.0
CHNL137,2021-12-15,3.0,21.0,8480.0
CHNL137,2022-01-15,6.0,18.0,7950.0
CHNL137,2022-04-15,4.0,11.0,7430.0
CHNL137,2022-07-15,4.0,33.0,6440.0
CHNL137,2022-10-15,13.0,37.0,6510.0
CHNL140,2016-01-15,5.44,,444.0
CHNL140,2016-02-15,8.16,,544.0
CHNL140,2016-03-15,3.35,,549.0
CHNL140,2016-04-15,18.2,,670.0
CHNL140,2016-05-15,6.859999999999999,,458.0
CHNL140,2016-06-15,3.66,,266.0
CHNL140,2016-07-15,2.81,,305.0
CHNL140,2016-08-15,3.92,,235.0
CHNL140,2016-09-15,6.2,,357.0
CHNL140,2016-10-15,8.85,,762.0
CHNL140,2016-11-15,6.5,,543.0
CHNL140,2016-12-15,6.47,,458.0
CHNL140,2017-01-15,4.87,,1560.0
CHNL140,2017-02-15,5.0,,470.0
CHNL140,2017-03-15,7.0,,430.0
CHNL140,2017-04-15,9.0,,420.0
CHNL140,2017-05-15,13.0,,330.0
CHNL140,2017-06-15,6.0,20.0,380.0
CHNL140,2017-07-15,8.0,10.0,460.0
CHNL140,2017-08-15,4.0,,450.0
CHNL140,2017-09-15,7.0,10.0,330.0
CHNL140,2017-10-15,3.0,5.0,566.67
CHNL140,2017-11-15,8.33,10.0,393.33000000000004
CHNL140,2017-12-15,7.67,43.33,543.3299999999999
CHNL140,2018-01-15,2.0,5.0,426.67
CHNL140,2018-02-15,4.5,20.0,476.66999999999996
CHNL140,2018-03-15,8.0,10.0,680.0
CHNL140,2018-04-15,10.0,40.0,460.0
CHNL140,2018-05-15,12.0,20.0,390.0
CHNL140,2018-06-15,10.0,20.0,420.0
CHNL140,2018-07-15,15.0,20.0,370.0
CHNL140,2018-08-15,5.0,10.0,360.0
CHNL140,2018-09-15,8.0,10.0,490.0
CHNL140,2018-10-15,5.0,10.0,370.0
CHNL140,2018-11-15,5.0,5.0,290.0
CHNL140,2018-12-15,5.0,5.0,200.0
CHNL140,2019-01-15,5.0,5.0,410.0
CHNL140,2019-02-15,7.0,10.0,400.0
CHNL140,2019-03-15,3.0,20.0,460.0
CHNL140,2019-04-15,7.0,20.0,620.0
CHNL140,2019-05-15,1.0,10.0,510.0
CHNL140,2019-06-15,8.0,5.0,460.0
CHNL140,2019-07-15,1.0,20.0,500.0
CHNL140,2019-08-15,4.0,5.0,480.0
CHNL140,2019-09-15,12.0,5.0,310.0
CHNL140,2019-10-15,7.0,5.0,410.0
CHNL140,2019-11-15,4.0,5.0,590.0
CHNL140,2019-12-15,3.0,5.0,370.0
CHNL140,2020-01-15,2.0,13.0,440.0
CHNL140,2020-02-15,4.0,5.0,570.0
CHNL140,2020-03-15,5.0,10.0,560.0
CHNL140,2020-04-15,20.0,10.0,510.0
CHNL140,2020-05-15,20.0,13.0,340.0
CHNL140,2020-06-15,6.0,8.0,290.0
CHNL140,2020-07-15,4.0,7.0,280.0
CHNL140,2020-08-15,9.0,14.0,310.0
CHNL140,2020-09-15,9.0,11.0,360.0
CHNL140,2020-10-15,5.0,11.0,320.0
